"","Team","Game","Spread","Outcome","MIN","PTS","P2p","P3p","FTp","OREB","DREB","AST","TOV","STL","BLK","PF"
"1","ATL",21900014,17,"W",48,117,0.6,0.354838709677419,0.857142857142857,8,34,27,13,9,2,15
"2","ATL",21900028,4,"W",48,103,0.62962962962963,0.3,0.533333333333333,9,43,22,18,5,9,26
"3","ATL",21900043,-2,"L",48,103,0.473684210526316,0.333333333333333,0.6875,8,37,23,21,12,3,25
"4","ATL",21900052,-15,"L",48,97,0.545454545454545,0.282051282051282,0.666666666666667,9,24,28,20,14,7,29
"5","ATL",21900066,-9,"L",48,97,0.537037037037037,0.205882352941176,0.692307692307692,16,34,20,16,5,5,15
"6","ATL",21900099,8,"W",48,108,0.533333333333333,0.366666666666667,0.6875,9,39,22,18,9,5,20
"7","ATL",21900105,-20,"L",48,93,0.545454545454545,0.2,0.771428571428571,6,35,18,24,7,3,26
"8","ATL",21900119,-12,"L",48,109,0.627118644067797,0.321428571428571,0.571428571428571,11,23,23,13,8,6,19
"9","ATL",21900138,-11,"L",53,113,0.492063492063492,0.268292682926829,0.72,11,37,21,16,11,8,26
"10","ATL",21900150,4,"W",48,125,0.591836734693878,0.441176470588235,0.647058823529412,10,35,30,15,1,5,21
"11","ATL",21900165,-16,"L",48,112,0.533333333333333,0.258064516129032,0.8,15,34,25,22,15,5,31
"12","ATL",21900182,-49,"L",48,101,0.424242424242424,0.25,0.72972972972973,14,24,19,19,11,10,27
"13","ATL",21900188,-21,"L",48,101,0.5,0.285714285714286,0.76,9,28,16,20,11,2,19
"14","ATL",21900204,-8,"L",48,127,0.461538461538462,0.451612903225806,0.806451612903226,9,34,27,13,8,2,26
"15","ATL",21900215,-25,"L",48,103,0.549019607843137,0.27027027027027,1,10,24,26,20,12,2,18
"16","ATL",21900228,-3,"L",48,116,0.589285714285714,0.411764705882353,0.727272727272727,8,30,32,15,9,7,27
"17","ATL",21900243,-12,"L",48,113,0.5,0.3125,0.807692307692308,9,33,26,18,6,4,25
"18","ATL",21900261,-9,"L",48,102,0.45,0.323529411764706,0.681818181818182,14,35,22,19,4,5,25
"19","ATL",21900272,-1,"L",53,104,0.517241379310345,0.28125,0.944444444444444,10,38,14,24,10,3,27
"20","ATL",21900282,-47,"L",48,111,0.534883720930233,0.326086956521739,0.8,8,21,26,14,5,2,23
"21","ATL",21900295,25,"W",48,104,0.55,0.275862068965517,0.933333333333333,11,27,21,15,13,4,12
"22","ATL",21900309,-12,"L",48,118,0.609375,0.346153846153846,0.619047619047619,9,26,24,16,8,9,19
"23","ATL",21900336,15,"W",48,122,0.565217391304348,0.4,0.941176470588235,11,37,28,14,8,8,24
"24","ATL",21900354,-14,"L",53,121,0.609756097560976,0.37037037037037,0.611111111111111,4,33,30,12,4,6,23
"25","ATL",21900361,-34,"L",48,102,0.488888888888889,0.342105263157895,0.730769230769231,10,31,26,23,7,5,20
"26","ATL",21900373,-10,"L",48,100,0.5,0.214285714285714,0.695652173913043,12,38,24,15,6,4,20
"27","ATL",21900390,-5,"L",48,96,0.431818181818182,0.285714285714286,0.88,8,34,18,20,8,5,27
"28","ATL",21900403,-23,"L",48,120,0.535714285714286,0.348837209302326,0.75,9,27,20,11,7,3,21
"29","ATL",21900416,-5,"L",48,106,0.459016393442623,0.379310344827586,0.894736842105263,6,34,24,16,8,1,27
"30","ATL",21900431,-10,"L",48,112,0.491228070175439,0.229166666666667,0.851851851851852,14,38,17,10,7,5,22
"31","ATL",21900444,-3,"L",48,118,0.566037735849057,0.357142857142857,0.764705882352941,5,32,23,16,11,7,20
"32","ATL",21900469,-26,"L",48,86,0.42,0.292682926829268,0.571428571428571,8,38,20,18,10,8,18
"33","ATL",21900477,-35,"L",48,81,0.442307692307692,0.264705882352941,0.727272727272727,9,30,24,21,8,5,16
"34","ATL",21900491,8,"W",48,101,0.576923076923077,0.310344827586207,0.823529411764706,11,41,21,21,8,4,20
"35","ATL",21900517,-3,"L",48,106,0.479166666666667,0.355555555555556,0.8,6,36,26,14,6,5,24
"36","ATL",21900526,5,"W",48,116,0.64,0.3125,0.916666666666667,4,36,22,14,8,4,28
"37","ATL",21900543,-8,"L",48,115,0.447368421052632,0.461538461538462,0.84375,4,30,24,10,3,5,22
"38","ATL",21900558,-7,"L",48,115,0.419354838709677,0.295454545454545,0.888888888888889,16,38,20,11,6,8,29
"39","ATL",21900567,-10,"L",48,101,0.566666666666667,0.241379310344828,0.5,9,47,19,18,5,9,26
"40","ATL",21900586,-22,"L",48,86,0.408163265306122,0.25,0.909090909090909,4,29,23,12,16,4,23
"41","ATL",21900598,13,"W",48,123,0.516129032258065,0.451612903225806,0.85,12,34,25,17,3,10,25
"42","ATL",21900624,1,"W",48,121,0.523809523809524,0.475,0.740740740740741,8,35,21,19,10,6,18
"43","ATL",21900629,-33,"L",48,103,0.508474576271186,0.294117647058824,0.866666666666667,10,22,18,20,9,6,20
"44","ATL",21900640,-5,"L",48,117,0.58,0.363636363636364,0.696969696969697,9,41,26,24,9,8,34
"45","ATL",21900656,7,"W",48,102,0.373134328358209,0.314285714285714,0.826086956521739,23,40,21,15,8,3,31
"46","ATL",21900677,-29,"L",48,111,0.553571428571429,0.305555555555556,0.8,10,27,24,11,6,7,27
"47","ATL",21900687,19,"W",48,152,0.672413793103448,0.428571428571429,0.852941176470588,12,36,30,15,7,3,35
"48","ATL",21900703,-16,"L",48,114,0.644444444444444,0.25531914893617,0.8,10,34,28,18,10,2,23
"49","ATL",21900716,10,"W",48,127,0.596153846153846,0.314285714285714,0.864864864864865,10,38,29,16,5,4,29
"50","ATL",21900733,-23,"L",48,100,0.46551724137931,0.303030303030303,0.761904761904762,10,40,19,11,6,4,15
"51","ATL",21900745,-8,"L",48,115,0.555555555555556,0.4,0.904761904761905,6,26,22,17,9,6,19
"52","ATL",21900759,7,"W",48,127,0.6,0.40625,0.933333333333333,7,37,23,21,7,4,22
"53","ATL",21900771,-5,"L",48,107,0.468085106382979,0.333333333333333,0.923076923076923,12,34,21,14,7,8,21
"54","ATL",21900787,5,"W",58,140,0.514705882352941,0.35,0.903225806451613,11,39,29,15,9,8,24
"55","ATL",21900795,-9,"L",48,126,0.607843137254902,0.432432432432432,0.941176470588235,4,27,33,12,5,5,18
"56","ATL",21900807,-22,"L",48,105,0.46,0.382352941176471,0.8,9,29,24,17,11,5,26
"57","ATL",21900821,5,"W",48,129,0.5,0.457142857142857,0.885714285714286,6,35,22,16,8,6,27
"58","ATL",21900837,4,"W",48,111,0.573770491803279,0.216216216216216,0.653846153846154,13,40,27,10,9,4,21
"59","ATL",21900850,-17,"L",48,112,0.542372881355932,0.210526315789474,0.888888888888889,14,30,19,13,5,2,26
"60","ATL",21900867,-10,"L",48,120,0.5,0.361111111111111,0.92,9,33,30,9,5,5,22
"61","ATL",21900878,23,"W",48,141,0.53448275862069,0.487179487179487,0.733333333333333,15,37,32,10,8,4,15
"62","ATL",21900888,12,"W",48,129,0.666666666666667,0.428571428571429,0.863636363636364,5,31,34,19,7,5,18
"63","ATL",21900905,-39,"L",48,88,0.359375,0.257142857142857,0.9375,16,27,20,17,6,8,21
"64","ATL",21900930,-6,"L",48,112,0.62962962962963,0.375,0.666666666666667,6,30,25,18,9,4,25
"65","ATL",21900943,-17,"L",48,101,0.41304347826087,0.26530612244898,0.857142857142857,14,32,23,14,9,2,24
"66","ATL",21900957,5,"W",58,143,0.60377358490566,0.488372093023256,0.592592592592593,12,41,33,16,1,5,26
"67","ATL",21900969,-5,"L",53,131,0.523076923076923,0.341463414634146,0.807692307692308,15,38,26,17,6,3,25
"68","BKN",21900006,-1,"L",53,126,0.492537313432836,0.441176470588235,0.576923076923077,10,38,19,16,8,9,30
"69","BKN",21900019,4,"W",48,113,0.51219512195122,0.432432432432432,0.676470588235294,11,35,21,26,11,2,26
"70","BKN",21900037,-1,"L",53,133,0.517857142857143,0.333333333333333,0.810810810810811,11,42,28,17,6,5,22
"71","BKN",21900059,-10,"L",48,108,0.5,0.32258064516129,0.615384615384615,18,36,21,20,6,5,19
"72","BKN",21900069,7,"W",48,123,0.433962264150943,0.59375,0.714285714285714,10,45,26,22,8,7,21
"73","BKN",21900078,-4,"L",48,109,0.540983606557377,0.3125,0.764705882352941,10,38,24,15,4,4,24
"74","BKN",21900092,10,"W",48,135,0.647058823529412,0.390243902439024,0.75,12,33,32,23,13,3,18
"75","BKN",21900125,4,"W",48,119,0.403225806451613,0.432432432432432,0.7,16,35,18,9,6,9,25
"76","BKN",21900137,-26,"L",48,112,0.631578947368421,0.235294117647059,0.941176470588235,5,38,27,17,4,2,24
"77","BKN",21900152,-5,"L",48,114,0.566037735849057,0.297297297297297,0.84,10,33,19,17,5,8,29
"78","BKN",21900166,-8,"L",48,93,0.491228070175439,0.210526315789474,0.8125,7,44,19,7,3,2,14
"79","BKN",21900175,6,"W",48,117,0.666666666666667,0.232558139534884,0.870967741935484,5,35,30,15,10,9,30
"80","BKN",21900190,-29,"L",48,86,0.38,0.323529411764706,0.625,4,36,18,10,2,7,19
"81","BKN",21900205,10,"W",48,101,0.509803921568627,0.256410256410256,0.826086956521739,13,40,19,17,11,1,21
"82","BKN",21900217,19,"W",48,116,0.617021276595745,0.352941176470588,0.709677419354839,13,35,22,18,9,3,18
"83","BKN",21900236,2,"W",48,103,0.435897435897436,0.368421052631579,0.794117647058823,7,28,18,12,6,1,16
"84","BKN",21900240,2,"W",48,108,0.55,0.323529411764706,0.818181818181818,12,36,29,10,8,10,21
"85","BKN",21900253,-11,"L",48,110,0.558823529411765,0.375,0.473684210526316,11,27,32,17,5,6,22
"86","BKN",21900267,5,"W",48,112,0.5,0.414634146341463,0.692307692307692,13,36,30,20,9,6,24
"87","BKN",21900284,-3,"L",48,106,0.530612244897959,0.333333333333333,0.75,9,39,24,12,3,5,21
"88","BKN",21900309,12,"W",48,130,0.514285714285714,0.451612903225806,0.888888888888889,18,35,26,15,8,6,20
"89","BKN",21900320,7,"W",48,111,0.54,0.394736842105263,0.8,15,34,35,18,12,5,21
"90","BKN",21900335,3,"W",48,105,0.559322033898305,0.25,0.782608695652174,10,38,25,13,5,1,15
"91","BKN",21900360,-5,"L",48,108,0.56,0.263157894736842,0.666666666666667,17,35,20,12,5,3,21
"92","BKN",21900381,-8,"L",48,102,0.490909090909091,0.260869565217391,0.705882352941177,13,46,24,20,4,7,20
"93","BKN",21900391,20,"W",48,109,0.485714285714286,0.375,0.777777777777778,12,39,22,16,9,1,23
"94","BKN",21900404,7,"W",53,108,0.508771929824561,0.282051282051282,0.739130434782609,6,48,25,13,3,10,22
"95","BKN",21900418,-13,"L",48,105,0.595744680851064,0.194444444444444,0.933333333333333,6,41,16,18,9,3,21
"96","BKN",21900431,10,"W",48,122,0.5,0.366666666666667,0.678571428571429,12,49,23,16,8,4,18
"97","BKN",21900461,-12,"L",48,82,0.285714285714286,0.26,0.75,9,41,17,13,3,3,19
"98","BKN",21900478,-10,"L",48,98,0.490566037735849,0.282051282051282,0.619047619047619,9,38,24,15,7,5,15
"99","BKN",21900494,-7,"L",53,115,0.431034482758621,0.365853658536585,0.740740740740741,7,51,22,17,4,6,25
"100","BKN",21900513,-12,"L",48,111,0.555555555555556,0.324324324324324,0.882352941176471,12,32,29,12,5,1,21
"101","BKN",21900524,-19,"L",48,102,0.59375,0.371428571428571,0.735294117647059,6,32,24,24,4,11,24
"102","BKN",21900540,-12,"L",48,89,0.448979591836735,0.212765957446809,0.789473684210526,12,34,20,13,11,1,19
"103","BKN",21900550,-8,"L",53,103,0.475409836065574,0.297297297297297,0.75,11,41,19,17,5,5,25
"104","BKN",21900568,4,"W",48,117,0.612244897959184,0.340909090909091,0.631578947368421,14,37,31,10,5,4,15
"105","BKN",21900586,22,"W",48,108,0.607843137254902,0.384615384615385,0.551724137931034,7,55,25,26,8,2,20
"106","BKN",21900599,-11,"L",48,107,0.578125,0.307692307692308,0.6,11,32,22,12,4,4,13
"107","BKN",21900605,-11,"L",48,106,0.419354838709677,0.48,0.6,11,33,20,15,9,1,22
"108","BKN",21900627,-20,"L",48,97,0.36,0.306122448979592,0.941176470588235,12,35,23,17,11,7,19
"109","BKN",21900641,-6,"L",48,111,0.538461538461538,0.379310344827586,0.647058823529412,13,34,22,22,7,2,23
"110","BKN",21900667,-15,"L",48,113,0.422222222222222,0.456521739130435,0.8,8,33,30,16,12,3,17
"111","BKN",21900681,10,"W",53,121,0.519230769230769,0.357142857142857,0.88,11,44,19,11,3,5,17
"112","BKN",21900688,-13,"L",48,97,0.5,0.333333333333333,0.695652173913043,7,27,21,16,6,4,14
"113","BKN",21900709,10,"W",48,125,0.608695652173913,0.384615384615385,0.8,8,29,26,10,8,7,19
"114","BKN",21900721,15,"W",48,133,0.714285714285714,0.483870967741935,0.72,5,32,31,20,8,5,21
"115","BKN",21900731,-6,"L",48,107,0.48936170212766,0.340425531914894,0.619047619047619,12,41,25,16,5,7,22
"116","BKN",21900746,22,"W",48,119,0.509090909090909,0.441176470588235,0.857142857142857,10,34,28,17,8,5,26
"117","BKN",21900757,41,"W",48,129,0.560606060606061,0.411764705882353,0.866666666666667,14,51,29,15,4,1,15
"118","BKN",21900781,-1,"L",48,118,0.520833333333333,0.363636363636364,0.833333333333333,13,33,27,9,5,5,16
"119","BKN",21900794,1,"W",48,106,0.46,0.324324324324324,0.75,14,39,20,10,5,7,15
"120","BKN",21900809,10,"W",48,101,0.509433962264151,0.257142857142857,0.8,12,43,27,17,7,5,16
"121","BKN",21900822,-8,"L",53,104,0.382352941176471,0.294117647058824,0.785714285714286,15,34,22,16,3,1,27
"122","BKN",21900836,29,"W",48,115,0.625,0.361702127659574,0.736842105263158,9,45,26,10,10,6,20
"123","BKN",21900852,-2,"L",48,113,0.508474576271186,0.432432432432432,0.625,13,36,29,12,6,3,19
"124","BKN",21900866,-4,"L",48,106,0.509803921568627,0.277777777777778,0.685714285714286,15,41,15,18,7,1,24
"125","BKN",21900878,-23,"L",48,118,0.521739130434783,0.391304347826087,0.761904761904762,7,31,30,13,5,8,19
"126","BKN",21900889,-3,"L",48,113,0.571428571428571,0.363636363636364,0.739130434782609,8,36,30,10,3,3,23
"127","BKN",21900910,9,"W",53,129,0.568627450980392,0.285714285714286,0.763157894736842,22,41,22,21,7,6,26
"128","BKN",21900920,-39,"L",48,79,0.479166666666667,0.166666666666667,0.705882352941177,13,29,15,14,6,4,17
"129","BKN",21900931,19,"W",48,139,0.6,0.416666666666667,0.709677419354839,9,43,32,8,1,2,22
"130","BKN",21900946,3,"W",48,110,0.617647058823529,0.366666666666667,0.853658536585366,5,45,21,29,4,5,24
"131","BKN",21900968,2,"W",48,104,0.48,0.325,0.739130434782609,14,33,24,11,7,3,18
"132","BKN",21901233,-10,"L",48,118,0.63265306122449,0.30952380952381,0.739130434782609,10,29,30,14,4,2,25
"133","BKN",21901244,8,"W",48,118,0.473684210526316,0.333333333333333,0.837837837837838,13,35,23,11,5,4,24
"134","BKN",21901256,3,"W",48,119,0.478260869565217,0.368421052631579,0.75,7,35,30,7,5,6,26
"135","BKN",21901267,-34,"L",48,115,0.587301587301587,0.25,0.80952380952381,7,27,23,18,9,2,22
"136","BKN",21901276,13,"W",48,119,0.543478260869565,0.425,0.642857142857143,7,37,30,11,9,3,23
"137","BKN",21901291,9,"W",48,129,0.642857142857143,0.465116279069767,0.789473684210526,8,38,32,16,5,5,25
"138","BKN",21901297,12,"W",48,108,0.543478260869565,0.302325581395349,0.791666666666667,8,39,26,15,9,4,20
"139","BKN",21901309,-1,"L",48,133,0.619047619047619,0.424242424242424,0.684210526315789,12,34,28,14,5,5,23
"140","BOS",21900008,-14,"L",48,93,0.40625,0.269230769230769,0.588235294117647,10,31,18,11,4,2,29
"141","BOS",21900017,6,"W",48,112,0.408450704225352,0.342105263157895,0.9375,21,35,21,10,10,8,20
"142","BOS",21900029,23,"W",48,118,0.519230769230769,0.365853658536585,0.655172413793103,13,33,24,13,14,9,26
"143","BOS",21900058,11,"W",48,116,0.470588235294118,0.414634146341463,0.80952380952381,5,40,25,10,4,4,20
"144","BOS",21900072,2,"W",48,104,0.55,0.323529411764706,0.931034482758621,3,41,21,14,7,4,16
"145","BOS",21900098,6,"W",48,119,0.654545454545455,0.4,0.733333333333333,4,41,24,14,5,12,23
"146","BOS",21900112,21,"W",48,108,0.5,0.303030303030303,0.782608695652174,11,41,29,13,13,5,19
"147","BOS",21900127,20,"W",48,135,0.596491228070175,0.378378378378378,0.892857142857143,7,36,28,9,11,11,25
"148","BOS",21900141,10,"W",48,116,0.509803921568627,0.428571428571429,0.76,10,36,25,9,4,5,27
"149","BOS",21900156,7,"W",48,140,0.55,0.444444444444444,0.896551724137931,10,34,32,12,5,5,26
"150","BOS",21900173,5,"W",48,105,0.413793103448276,0.393939393939394,0.782608695652174,11,36,24,14,13,5,24
"151","BOS",21900184,-1,"L",48,99,0.461538461538462,0.333333333333333,0.875,10,36,26,15,7,3,14
"152","BOS",21900195,14,"W",48,99,0.520833333333333,0.292682926829268,0.764705882352941,11,41,22,17,12,5,21
"153","BOS",21900212,-3,"L",53,104,0.491525423728814,0.266666666666667,0.714285714285714,18,35,26,18,11,2,22
"154","BOS",21900222,-4,"L",48,92,0.481481481481481,0.259259259259259,0.826086956521739,5,35,21,13,12,6,19
"155","BOS",21900244,1,"W",48,103,0.563636363636364,0.233333333333333,0.869565217391304,11,27,20,12,10,4,16
"156","BOS",21900253,11,"W",48,121,0.476190476190476,0.382352941176471,0.916666666666667,19,36,23,14,10,5,17
"157","BOS",21900267,-5,"L",48,107,0.492307692307692,0.321428571428571,0.761904761904762,16,32,16,19,11,7,14
"158","BOS",21900285,9,"W",48,113,0.5,0.365853658536585,0.727272727272727,16,28,25,14,5,7,28
"159","BOS",21900310,19,"W",48,112,0.5,0.390243902439024,0.8125,10,36,21,11,8,8,20
"160","BOS",21900323,13,"W",48,108,0.659574468085106,0.371428571428571,0.875,4,33,21,16,5,5,23
"161","BOS",21900344,22,"W",48,110,0.588235294117647,0.555555555555556,0.625,5,34,22,18,8,9,19
"162","BOS",21900357,-5,"L",48,117,0.568627450980392,0.388888888888889,0.772727272727273,8,36,25,15,6,4,27
"163","BOS",21900367,-6,"L",48,109,0.516666666666667,0.354838709677419,0.823529411764706,9,24,24,6,4,7,25
"164","BOS",21900413,6,"W",48,109,0.479166666666667,0.315789473684211,0.9,14,40,13,16,3,4,21
"165","BOS",21900422,21,"W",48,114,0.610169491525424,0.333333333333333,0.714285714285714,13,38,24,20,13,9,19
"166","BOS",21900440,26,"W",48,119,0.571428571428571,0.4375,0.8125,10,47,25,13,2,9,24
"167","BOS",21900455,16,"W",48,118,0.542372881355932,0.424242424242424,0.857142857142857,13,32,26,19,7,3,22
"168","BOS",21900466,12,"W",48,129,0.636363636363636,0.35,0.894736842105263,12,31,28,11,4,10,23
"169","BOS",21900473,-16,"L",48,97,0.521739130434783,0.21875,0.777777777777778,7,24,18,15,11,4,17
"170","BOS",21900497,17,"W",48,109,0.508474576271186,0.368421052631579,0.7,15,39,25,13,12,9,16
"171","BOS",21900517,3,"W",48,109,0.514705882352941,0.24,0.724137931034483,12,42,23,13,9,7,16
"172","BOS",21900529,7,"W",48,111,0.555555555555556,0.421052631578947,0.80952380952381,13,31,22,20,10,5,22
"173","BOS",21900542,-5,"L",48,94,0.431034482758621,0.216216216216216,0.769230769230769,16,39,17,17,7,8,20
"174","BOS",21900554,-15,"L",48,114,0.470588235294118,0.342105263157895,0.9,8,31,26,15,7,2,20
"175","BOS",21900564,-11,"L",48,98,0.461538461538462,0.388888888888889,1,8,30,17,15,8,1,16
"176","BOS",21900578,35,"W",48,140,0.577464788732394,0.482758620689655,0.888888888888889,10,43,29,11,14,3,23
"177","BOS",21900593,12,"W",48,113,0.5,0.391304347826087,0.896551724137931,10,33,28,12,7,6,19
"178","BOS",21900604,-13,"L",48,103,0.581818181818182,0.321428571428571,0.6,13,31,21,15,7,2,17
"179","BOS",21900615,-5,"L",48,123,0.571428571428571,0.306122448979592,0.814814814814815,10,33,16,8,4,7,25
"180","BOS",21900628,-4,"L",48,119,0.5,0.357142857142857,0.909090909090909,4,35,26,11,11,6,24
"181","BOS",21900648,32,"W",48,139,0.610169491525424,0.470588235294118,0.655172413793103,14,34,31,12,10,5,26
"182","BOS",21900657,24,"W",48,119,0.543859649122807,0.4375,0.75,9,35,32,11,11,9,14
"183","BOS",21900671,11,"W",48,109,0.509803921568627,0.4,0.833333333333333,9,35,27,14,10,7,20
"184","BOS",21900691,-15,"L",48,108,0.589285714285714,0.242424242424242,0.818181818181818,7,30,21,17,6,5,29
"185","BOS",21900701,8,"W",48,109,0.553191489361702,0.361111111111111,0.75,11,37,24,14,5,8,22
"186","BOS",21900717,15,"W",48,119,0.509433962264151,0.428571428571429,0.909090909090909,14,37,27,23,12,4,24
"187","BOS",21900732,21,"W",48,116,0.6,0.266666666666667,0.780487804878049,9,33,15,11,9,2,20
"188","BOS",21900745,8,"W",48,123,0.590163934426229,0.413793103448276,0.882352941176471,11,33,21,15,10,5,22
"189","BOS",21900756,16,"W",48,116,0.523809523809524,0.565217391304348,0.6875,6,35,23,13,10,6,19
"190","BOS",21900771,5,"W",48,112,0.428571428571429,0.432432432432432,0.814814814814815,11,36,23,13,5,8,18
"191","BOS",21900786,1,"W",48,112,0.458333333333333,0.444444444444444,0.740740740740741,14,39,19,9,6,2,24
"192","BOS",21900806,-11,"L",48,105,0.490566037735849,0.34375,0.8,10,38,24,18,11,4,26
"193","BOS",21900818,8,"W",58,141,0.45,0.418604651162791,0.825,7,44,22,15,9,6,28
"194","BOS",21900830,10,"W",48,127,0.515151515151515,0.344827586206897,0.783783783783784,16,42,21,11,5,6,26
"195","BOS",21900842,-2,"L",48,112,0.510204081632653,0.382352941176471,0.766666666666667,8,36,20,17,7,3,29
"196","BOS",21900862,12,"W",48,118,0.470588235294118,0.487179487179487,0.928571428571429,8,37,19,14,6,3,19
"197","BOS",21900872,11,"W",48,114,0.586206896551724,0.423076923076923,0.8125,9,35,21,9,7,4,17
"198","BOS",21900892,-1,"L",53,110,0.448275862068966,0.30952380952381,0.76,14,40,22,14,11,6,18
"199","BOS",21900910,-9,"L",53,120,0.537037037037037,0.306122448979592,0.739130434782609,13,29,24,15,10,6,30
"200","BOS",21900917,6,"W",48,112,0.517857142857143,0.366666666666667,0.807692307692308,13,36,16,11,10,7,20
"201","BOS",21900933,-5,"L",48,94,0.431034482758621,0.277777777777778,0.777777777777778,13,32,19,13,6,6,13
"202","BOS",21900949,-1,"L",48,104,0.454545454545455,0.351351351351351,0.789473684210526,11,35,22,13,9,5,25
"203","BOS",21900960,3,"W",48,114,0.5,0.351351351351351,0.863636363636364,11,35,19,10,9,4,15
"204","BOS",21901236,-7,"L",48,112,0.481481481481481,0.297297297297297,0.794117647058823,14,34,18,16,8,5,28
"205","BOS",21901245,4,"W",48,128,0.51063829787234,0.6,0.764705882352941,6,30,24,14,9,6,21
"206","BOS",21901260,-6,"L",48,106,0.519230769230769,0.303030303030303,0.814814814814815,14,31,15,16,7,4,26
"207","BOS",21901267,34,"W",48,149,0.612244897959184,0.512820512820513,0.828571428571429,6,37,29,14,10,10,23
"208","BOS",21901279,22,"W",48,122,0.62,0.347826086956522,0.75,9,43,27,15,8,2,22
"209","BOS",21901288,3,"W",53,122,0.532258064516129,0.3,0.833333333333333,13,41,32,13,9,7,19
"210","BOS",21901301,15,"W",48,122,0.571428571428571,0.432432432432432,0.782608695652174,10,36,29,15,7,7,27
"211","BOS",21901308,-6,"L",48,90,0.509433962264151,0.228571428571429,0.857142857142857,13,38,22,19,8,7,19
"212","CHA",21900003,1,"W",48,126,0.5,0.522727272727273,0.8125,9,32,28,19,3,4,18
"213","CHA",21900018,-22,"L",48,99,0.454545454545455,0.413793103448276,0.5,9,33,26,20,6,5,29
"214","CHA",21900040,-19,"L",48,101,0.446428571428571,0.285714285714286,0.91304347826087,13,32,19,16,7,4,20
"215","CHA",21900051,-15,"L",48,96,0.5,0.358974358974359,0.714285714285714,9,29,24,22,5,3,23
"216","CHA",21900064,7,"W",48,118,0.576923076923077,0.5,0.714285714285714,10,36,30,21,8,3,17
"217","CHA",21900083,6,"W",48,93,0.553571428571429,0.172413793103448,0.695652173913043,16,32,18,13,6,1,15
"218","CHA",21900097,2,"W",53,122,0.56140350877193,0.32258064516129,0.666666666666667,10,27,22,13,7,4,17
"219","CHA",21900112,-21,"L",48,87,0.490909090909091,0.193548387096774,0.714285714285714,9,40,21,21,7,9,19
"220","CHA",21900128,-5,"L",48,110,0.452830188679245,0.342857142857143,0.764705882352941,13,29,27,22,10,2,27
"221","CHA",21900134,-8,"L",48,106,0.470588235294118,0.424242424242424,0.727272727272727,6,25,22,13,9,1,19
"222","CHA",21900154,-2,"L",48,117,0.529411764705882,0.444444444444444,0.789473684210526,7,27,27,15,8,5,12
"223","CHA",21900167,3,"W",48,109,0.491803278688525,0.371428571428571,0.625,14,27,22,11,10,3,17
"224","CHA",21900177,1,"W",48,103,0.487179487179487,0.354166666666667,0.736842105263158,12,30,22,10,5,3,18
"225","CHA",21900191,-36,"L",48,96,0.545454545454545,0.333333333333333,0.625,9,28,26,20,3,8,19
"226","CHA",21900205,-10,"L",48,91,0.395833333333333,0.333333333333333,0.769230769230769,8,33,17,16,8,3,23
"227","CHA",21900216,-7,"L",48,118,0.576271186440678,0.411764705882353,1,7,37,24,16,9,5,18
"228","CHA",21900226,-1,"L",48,115,0.615384615384615,0.428571428571429,0.681818181818182,10,33,26,20,5,7,17
"229","CHA",21900245,-17,"L",48,100,0.5,0.272727272727273,0.76,10,25,25,14,11,0,24
"230","CHA",21900254,1,"W",48,102,0.551724137931034,0.233333333333333,0.85,10,31,27,4,3,7,18
"231","CHA",21900268,3,"W",48,110,0.466666666666667,0.5,0.733333333333333,11,26,26,10,8,6,17
"232","CHA",21900283,-41,"L",48,96,0.392857142857143,0.333333333333333,0.875,15,38,21,12,4,1,18
"233","CHA",21900293,-5,"L",48,104,0.525423728813559,0.28,0.807692307692308,14,39,27,19,4,7,23
"234","CHA",21900306,15,"W",48,106,0.487179487179487,0.4375,0.625,11,33,30,15,11,7,20
"235","CHA",21900320,-7,"L",48,104,0.441860465116279,0.425,0.882352941176471,10,24,23,19,6,6,16
"236","CHA",21900336,-15,"L",48,107,0.423728813559322,0.354838709677419,0.827586206896552,13,31,22,11,8,3,17
"237","CHA",21900352,7,"W",48,114,0.5,0.390243902439024,0.785714285714286,11,37,22,13,4,4,26
"238","CHA",21900360,5,"W",48,113,0.39622641509434,0.428571428571429,0.8125,15,32,20,8,2,6,23
"239","CHA",21900375,10,"W",48,83,0.5,0.193548387096774,0.80952380952381,11,49,21,21,9,5,16
"240","CHA",21900389,-22,"L",48,85,0.389830508474576,0.15625,0.685714285714286,17,39,18,12,4,5,21
"241","CHA",21900401,8,"W",48,110,0.509803921568627,0.433333333333333,0.703703703703704,16,35,26,19,5,8,18
"242","CHA",21900407,-2,"L",48,98,0.444444444444444,0.351351351351351,0.611111111111111,15,20,25,9,12,3,20
"243","CHA",21900430,-7,"L",48,107,0.482142857142857,0.413793103448276,0.772727272727273,11,25,20,14,13,4,25
"244","CHA",21900440,-26,"L",48,93,0.479166666666667,0.294117647058824,0.739130434782609,2,25,26,6,3,5,17
"245","CHA",21900467,-2,"L",53,102,0.564516129032258,0.179487179487179,0.611111111111111,17,37,26,15,8,4,27
"246","CHA",21900487,-13,"L",48,104,0.509090909090909,0.290322580645161,0.65625,11,31,23,14,8,4,19
"247","CHA",21900497,-17,"L",48,92,0.423076923076923,0.352941176470588,0.75,8,33,25,17,7,4,16
"248","CHA",21900508,3,"W",48,109,0.488888888888889,0.394736842105263,0.833333333333333,10,29,25,11,5,0,15
