Catchment name,NZTM_Easting,NZTM_Northing,Region,Segment length,Suspended sediment load,Ammoniacal nitrogen median pH,ANZECC elevation class,CHLA Mean,Dissolved oxygen,E. coli median,Temperature,Total nitrogen median,Total phosphorus median,Total suspended solids,Turbidity median,Visual clarity median
Mohaka River,1922032,5669721,Hawkes Bay,42.46820712,737559,0.003567928,upland,14.30009512,10.7504,21.81933908,12.485,0.304944045,0.01321033,5.614356681,1.508289914,2.041586378
Mohaka River,1921961,5669681,Hawkes Bay,132.5569288,736729.7,0.002826893,upland,14.87647123,10.7498,21.78937757,12.4657,0.304944045,0.013207812,5.666305684,1.689498406,1.924017935
Mohaka River,1955518,5669714,Hawkes Bay,127.4326905,1342144.2,0.003130725,lowland,15.41033584,10.848,24.46087794,13.9288,0.280520126,0.01527424,8.941286275,2.439645434,1.002269976
Mohaka River,1953250,5670000,Hawkes Bay,1024.59893,1338751.1,0.002952833,lowland,15.57328536,10.8454,24.07722637,13.8364,0.268594055,0.015098965,8.999119109,2.433931925,1.010523272
Mohaka River,1953611,5669608,Hawkes Bay,60.07151312,1338790.6,0.003767965,lowland,15.61008915,10.8457,24.46322528,13.844,0.268457093,0.01514267,8.953647655,1.936610876,1.312161328
Mohaka River,1956149,5669654,Hawkes Bay,297.3439813,1343168.4,0.002972506,lowland,16.72347138,10.8642,24.01365167,14.0887,0.280794368,0.015345258,8.830799004,2.416919572,0.98022153
Whanganui River,1776584,5669479,Manawatu,819.5612908,2487912,0.008504141,lowland,19.2194434,10.181,151.4718003,14.0552,0.483961916,0.030578448,13.50516828,8.494720676,0.724782059
Mohaka River,1921668,5669586,Hawkes Bay,532.3605805,736606.4,0.002825998,upland,14.18162716,10.7518,21.57281282,12.466,0.305323344,0.013164833,5.653273543,1.55987,2.062951112
Whanganui River,1778925,5669448,Manawatu,354.9218203,2023221.6,0.008910845,lowland,17.51995542,10.2086,158.637709,14.0865,0.49559175,0.028639267,12.8528666,7.91841669,0.765573729
Whanganui River,1774925,5669739,Manawatu,1363.914447,2490351.8,0.008320874,lowland,19.59168281,10.1828,140.2687386,14.0642,0.489784961,0.030168595,13.62071795,7.947176363,0.736088339
Whanganui River,1778895,5669241,Manawatu,84.86931356,2023221.6,0.009179873,lowland,17.09394059,10.2086,158.0833432,14.0865,0.49647703,0.028675944,12.8528666,5.258141052,0.945843881
Whanganui River,1774544,5669148,Manawatu,169.7350916,2530600,0.008768641,lowland,19.92098058,10.1822,149.5514985,14.0626,0.485450218,0.03065699,13.62071795,8.783808425,0.713747285
Mohaka River,1954522,5669268,Hawkes Bay,2318.28607,1341581.9,0.002932533,lowland,15.75045445,10.8507,24.33233007,13.8556,0.279948326,0.015233171,9.019864221,2.437037644,0.998027098
Whanganui River,1777133,5669231,Manawatu,484.3541495,2487331.2,0.008591522,lowland,19.54852135,10.181,152.2620663,14.0552,0.486179063,0.030576572,13.50516828,8.602530188,0.720516834
Whanganui River,1777350,5669015,Manawatu,127.302945,2486943.5,0.008720745,lowland,19.57113586,10.179,152.0599516,14.0552,0.486922958,0.030614373,13.50516828,8.605468893,0.721630304
Mohaka River,1921378,5669217,Hawkes Bay,459.8618292,736606.4,0.002834965,upland,14.1380233,10.7518,21.50400697,12.466,0.3054601,0.013117286,5.653273543,1.498804441,2.065372362
Whanganui River,1771458,5668850,Manawatu,157.3041179,2540408.8,0.008878389,lowland,19.53204085,10.1841,149.0145145,14.0472,0.48541784,0.03047974,13.60504555,8.793872455,0.713132462
Whanganui River,1777560,5668850,Manawatu,464.6459321,2486701,0.008650678,lowland,19.82858795,10.179,150.7321861,14.0552,0.486239562,0.03057203,13.50516828,8.615510881,0.717658842
Whanganui River,1777830,5668760,Manawatu,150.0283426,2486552.8,0.008842856,lowland,19.61399843,10.179,152.7717039,14.0552,0.491803667,0.030971508,13.50516828,8.711826214,0.730394603
Whanganui River,1778429,5668880,Manawatu,1146.616442,2447299.8,0.00880817,lowland,19.91996823,10.1801,153.8772028,14.0669,0.490350841,0.030920304,13.34442914,8.562640168,0.728530613
Mohaka River,1921310,5668882,Hawkes Bay,387.3642558,736398.2,0.002820819,upland,14.68087392,10.7498,21.66154085,12.4678,0.306001138,0.013191084,5.644168882,1.647175092,2.053621338
Whanganui River,1774184,5668847,Manawatu,798.9595974,2531349,0.008495197,lowland,19.52329535,10.1834,150.4860366,14.0642,0.484895229,0.030476312,13.60504555,8.447501473,0.725271589
Whanganui River,1773317,5668574,Manawatu,1625.785143,2532321,0.008478662,lowland,19.15890705,10.1837,150.6369941,14.0522,0.486035312,0.030453075,13.60504555,8.49364667,0.724995473
Mohaka River,1921204,5668472,Hawkes Bay,817.1957273,729445.6,0.002897789,upland,13.9811531,10.7473,20.80592833,12.4605,0.30386514,0.01304107,5.575707722,1.465860653,2.13471728
Mohaka River,1920877,5667970,Hawkes Bay,542.6615727,729217.9,0.002841239,upland,14.53387803,10.7473,21.56936088,12.4605,0.304279693,0.013165921,5.569292145,1.51893492,2.102898855
Mohaka River,1920817,5667663,Hawkes Bay,169.8712714,729120.4,0.00281535,upland,14.72245664,10.747,22.0783987,12.4082,0.30377107,0.013294131,5.569292145,1.611381615,2.111253011
Whanganui River,1772941,5668290,Manawatu,1968.264958,2533227.2,0.008457678,lowland,19.22470348,10.1829,150.0961604,14.0522,0.48574081,0.030441614,13.60504555,8.432886743,0.724644691
Mohaka River,1920574,5667541,Hawkes Bay,417.3912223,720281.8,0.002860834,upland,13.97215941,10.7473,20.97110103,12.4044,0.306010389,0.013025576,5.58727439,1.477967676,2.128274122
Whanganui River,1771723,5667887,Manawatu,2192.847671,2542271.8,0.008607777,lowland,19.34742605,10.1846,149.4683486,14.0472,0.48472554,0.029955755,13.60504555,8.521722939,0.722117594
Whanganui River,1772325,5668156,Manawatu,2733.823817,2539070.5,0.008783485,lowland,19.49384649,10.184,149.8336249,14.0488,0.486921303,0.030329258,13.60504555,8.64196759,0.716599108
Whanganui River,1773074,5667134,Manawatu,754.3892356,2535389.5,0.008611821,lowland,19.38938218,10.184,150.0782415,14.0508,0.486597008,0.030253173,13.60504555,8.501397536,0.719001934
Whanganui River,1771980,5666940,Manawatu,187.3093787,2542471,0.008634376,lowland,19.46286334,10.1846,148.95596,14.0472,0.485012975,0.029975747,13.60504555,8.506059345,0.720509019
Mohaka River,1956562,5668131,Hawkes Bay,3340.803611,1343734.8,0.002971936,lowland,16.81068564,10.8686,24.09223665,14.1006,0.280793868,0.01538346,8.832832605,2.472828444,0.93921376
Mohaka River,1957337,5666666,Hawkes Bay,229.9843836,1346012.9,0.003084701,lowland,16.84140895,10.8135,24.98788938,13.7065,0.279394671,0.015408704,8.86543398,2.491495876,0.948121945
Mohaka River,1920547,5666982,Hawkes Bay,920.601019,713402.9,0.002805894,upland,14.99548686,10.736,21.50985426,12.3892,0.30775852,0.013528714,4.765407017,1.58178659,2.097028886
Mohaka River,1957518,5666456,Hawkes Bay,339.823496,1346012.9,0.003002065,lowland,16.95625797,10.8135,24.79833775,13.7065,0.279394671,0.015408704,8.86543398,2.491056378,0.939614683
Mohaka River,1920561,5666389,Hawkes Bay,277.5491687,699209.9,0.002892791,upland,14.32448205,10.7378,20.61781832,12.3783,0.308176104,0.013371453,4.764309868,1.447308498,2.131578496
Whanganui River,1771996,5666402,Manawatu,1026.561446,2543127.2,0.008560936,lowland,19.54515166,10.184,149.768191,14.0472,0.484431831,0.029929961,13.60504555,8.443429723,0.724192335
Mohaka River,1957827,5666186,Hawkes Bay,502.4481609,1346112.9,0.003205331,lowland,16.56842951,10.8018,24.7423106,13.7058,0.278471471,0.015498931,8.889963953,2.518552702,0.951318777
Mohaka River,1958445,5666213,Hawkes Bay,955.1341545,1346283.4,0.003193646,lowland,17.39658361,10.8056,24.86165042,13.6681,0.278471471,0.01548118,8.898155684,2.535412751,0.951318777
Mohaka River,1920629,5666123,Hawkes Bay,325.1689773,699209.9,0.002819238,upland,13.56309167,10.7378,21.97055144,12.3783,0.306355816,0.013530261,4.764309868,1.680953813,1.973850378
Whanganui River,1771712,5665815,Manawatu,1451.774733,2544379.5,0.008607777,lowland,19.64991634,10.184,148.7572354,14.0507,0.48472554,0.029960663,13.60504555,8.547979013,0.723920746
Mohaka River,1920543,5665917,Hawkes Bay,157.4321998,661759.3,0.002810991,upland,13.06257449,10.7362,21.9366142,12.3783,0.309798557,0.013710516,4.764309868,1.695403674,1.961600626
Whanganui River,1770946,5665788,Manawatu,367.3364907,2548376.8,0.008593262,lowland,19.86910134,10.1861,149.0848944,14.0388,0.482288146,0.029946055,13.60504555,8.04897183,0.731886354
Mohaka River,1920155,5665621,Hawkes Bay,864.807782,578489.2,0.002804168,upland,14.76827074,10.7308,21.67057324,12.3697,0.311245406,0.013599468,4.582473899,1.621950152,2.102531176
Mohaka River,1959080,5665909,Hawkes Bay,1535.257733,1346570.9,0.003107344,lowland,16.83742932,10.8105,24.93440546,13.7486,0.277745923,0.01548374,8.943345319,2.593155026,0.949031316
Whanganui River,1771133,5665388,Manawatu,586.7823791,2548808.5,0.008640732,lowland,19.63970132,10.1861,147.8304864,14.0395,0.484014052,0.029979259,13.60504555,8.568350299,0.722249735
Mohaka River,1959321,5665106,Hawkes Bay,1015.212348,1347714.1,0.003242568,lowland,16.44432108,10.8022,25.44983989,13.7222,0.277568315,0.015482493,8.976354589,2.632820175,0.959661889
Mohaka River,1919602,5665095,Hawkes Bay,1838.172066,572067.4,0.002807829,upland,14.68856595,10.7326,21.54634669,12.363,0.30939583,0.013710516,4.588809196,1.547859951,2.147399813
Mohaka River,1919472,5664805,Hawkes Bay,1182.683932,572067.4,0.0028075,upland,14.75310428,10.7326,21.7361873,12.363,0.30939583,0.013651114,4.588809196,1.561181184,2.12305243
Mohaka River,1920008,5664630,Hawkes Bay,84.93492754,544647,0.002813437,upland,12.28796305,10.7324,21.90492517,12.363,0.309812839,0.013729795,4.575093773,1.694252568,1.902514445
Whanganui River,1771457,5664841,Manawatu,777.1076976,2550215.8,0.008704073,lowland,19.81906728,10.1877,148.3563386,14.0394,0.483823962,0.029942408,13.60504555,8.539715092,0.719562776
Mohaka River,1960140,5665038,Hawkes Bay,1133.230212,1358799.4,0.003257581,lowland,16.35195595,10.7585,25.55352401,13.6764,0.273999783,0.015412452,8.920721887,2.625951881,0.961790146
Whanganui River,1771517,5664381,Manawatu,192.4569053,2551292.2,0.008945451,lowland,20.08904183,10.1877,148.3286229,14.04,0.484935527,0.029975768,13.60504555,8.728759691,0.713529767
Whanganui River,1771126,5663923,Manawatu,1116.571044,2552203.8,0.008471273,lowland,19.69832267,10.1885,149.5951342,14.04,0.484804874,0.029497159,13.60504555,7.058430498,0.739685081
Whanganui River,1770528,5663774,Manawatu,204.8842791,2565953.2,0.008480668,lowland,19.51379484,10.1919,147.539021,14.0365,0.472937275,0.029457339,13.68043793,8.385815096,0.730213701
Mohaka River,1960643,5664145,Hawkes Bay,1640.842928,1359713.6,0.003268298,lowland,16.12885603,10.7554,25.55339548,13.6698,0.272927734,0.015369545,8.892011179,2.63763226,0.97017689
Whanganui River,1770193,5663619,Manawatu,591.9277431,2566396.2,0.008340858,lowland,19.68301748,10.1919,136.2848189,14.0365,0.474598909,0.028839346,13.68043793,7.039458023,0.74544929
Mohaka River,1961231,5663678,Hawkes Bay,592.5695249,1359801.4,0.003279018,lowland,16.88408505,10.7554,25.64596409,13.6635,0.272553885,0.015373639,8.892011179,2.633601418,0.982128325
Whanganui River,1768773,5663382,Manawatu,270.0392715,2570040.2,0.008747112,lowland,20.07908216,10.1926,146.5164021,14.0392,0.470268383,0.029654467,13.64583137,8.692905936,0.710629664
Whanganui River,1769786,5663443,Manawatu,367.3344098,2566801.5,0.008627316,lowland,19.63088534,10.1919,147.4350902,14.0365,0.472937275,0.029457339,13.68043793,8.481981321,0.724733216
Mohaka River,1961658,5663539,Hawkes Bay,417.5016041,1359998.9,0.003274189,lowland,15.53474581,10.7554,25.97997264,13.6603,0.270390812,0.015300206,8.855233145,2.6712084,0.982096999
Whanganui River,1769268,5663353,Manawatu,744.9629266,2567463,0.00871435,lowland,19.57924461,10.1926,146.4161818,14.0365,0.472214831,0.02959531,13.68043793,8.53894371,0.722358968
Mohaka River,1962118,5663543,Hawkes Bay,977.9034895,1361723.4,0.003249602,lowland,18.27934008,10.7506,25.94375425,13.6395,0.26961219,0.015316284,8.90225438,2.666906955,0.982096999
Whanganui River,1768797,5662872,Manawatu,1396.010912,2571037,0.008368505,lowland,19.83975004,10.1926,147.3897905,14.0392,0.470614024,0.029389103,13.64583137,7.314890756,0.733934173
Whanganui River,1769143,5662332,Manawatu,434.6224314,2571429,0.008562651,lowland,19.93611434,10.1926,146.6845727,14.0392,0.471025646,0.029488369,13.64583137,8.537851971,0.720996299
Whanganui River,1768651,5662212,Manawatu,649.7996749,2576698.8,0.008440791,lowland,19.8944525,10.1938,146.5299102,14.0416,0.469339091,0.029529051,13.62699197,8.027126648,0.730041597
Mohaka River,1961996,5662663,Hawkes Bay,928.1349781,1362280.5,0.003314113,lowland,17.25931199,10.7519,26.10722163,13.6592,0.269225714,0.015316284,8.855233145,2.678675798,0.980915796
Mohaka River,1961652,5662207,Hawkes Bay,942.7084469,1362511.5,0.003362877,lowland,17.33547796,10.7585,26.50253126,13.6902,0.265894581,0.015392473,8.869517603,2.664689755,0.980915796
Whanganui River,1768076,5662070,Manawatu,616.7781505,2577935,0.008602893,lowland,19.92758847,10.1899,146.5968508,14.0414,0.470407444,0.029574224,13.62699197,8.541916157,0.718629364
Mohaka River,1961144,5662114,Hawkes Bay,949.9938615,1362597.1,0.003284124,lowland,17.505733,10.7485,26.72172504,13.6871,0.266764544,0.015354292,8.869517603,2.632386409,0.982172837
Mohaka River,1961667,5661743,Hawkes Bay,402.4820912,1368751.1,0.003403724,lowland,16.60085545,10.7354,27.41578132,13.6804,0.269054473,0.015501025,9.069847815,2.648650972,0.981008782
Whanganui River,1767968,5661341,Manawatu,1501.461957,2579902,0.008316373,lowland,20.02620522,10.1867,146.268511,14.0448,0.46922842,0.029026716,13.62699197,6.577596626,0.73863542
Whanganui River,1768504,5661027,Manawatu,102.441285,2580318.5,0.008712423,lowland,19.98011927,10.1866,145.1241395,14.0448,0.469059362,0.029592276,13.62699197,8.697443688,0.711585154
Whanganui River,1768350,5660782,Manawatu,514.3376992,2580318.5,0.0082839,lowland,20.0860336,10.1866,145.8381806,14.0448,0.471981718,0.028946399,13.62699197,6.545695579,0.742691222
Whanganui River,1768055,5660396,Manawatu,501.9088832,2581387.8,0.008501033,lowland,19.93922694,10.185,145.4619174,14.0448,0.467529795,0.029411847,13.63640841,8.55931045,0.721561362
Whanganui River,1767875,5660156,Manawatu,127.2971426,2581387.8,0.008472008,lowland,20.0979115,10.185,145.1709032,14.0448,0.466875041,0.029367759,13.63640841,8.512873607,0.717435673
Whanganui River,1767590,5659871,Manawatu,678.9174338,2583378.8,0.008219843,lowland,19.78644503,10.185,146.3292771,14.0391,0.470879469,0.028618449,13.58000719,6.194346903,0.757588036
Whanganui River,1767200,5659451,Manawatu,484.3307974,2585533.8,0.008276907,lowland,20.03746057,10.185,145.4981523,14.0391,0.463199643,0.029250507,13.58000719,7.252966043,0.735204972
Whanganui River,1766960,5658994,Manawatu,627.0706219,2587337.8,0.008228614,lowland,19.81648669,10.1839,145.2735362,14.0391,0.463248396,0.028577642,13.58000719,6.173616724,0.756838291
Whanganui River,1766691,5658358,Manawatu,869.2345285,2589137.2,0.008215594,lowland,20.07576448,10.1839,134.2766791,14.0357,0.463763217,0.028447596,13.58000719,5.516913631,0.804667127
Whanganui River,1766421,5657905,Manawatu,259.7404895,2589318.2,0.0084822,lowland,20.43334488,10.1839,144.2903376,14.0357,0.462495422,0.02922019,13.58000719,8.539806975,0.710758689
Whanganui River,1766346,5657725,Manawatu,162.4481036,2590336.8,0.008321036,lowland,20.29896272,10.1788,144.3654004,14.0347,0.462400359,0.02919618,13.59565076,7.855898807,0.73267205
Whanganui River,1766175,5657313,Manawatu,804.0765228,2592557.5,0.008246866,lowland,19.76821413,10.1776,144.1670095,14.0346,0.461314513,0.029185042,13.59565076,7.288370324,0.733207486
Whanganui River,1765781,5656889,Manawatu,369.4597217,2594625.5,0.008452623,NA,NA,NA,143.7762403,NA,0.461451761,0.029195185,NA,8.539889917,0.717954997
Whanganui River,1765612,5656749,Manawatu,84.86393586,2597559.5,0.008569113,lowland,19.62485712,10.1761,144.3442512,14.035,0.461283383,0.029222604,13.59565076,8.668564142,0.710758689
Whanganui River,1763749,5656358,Manawatu,234.8813941,2603964.2,0.008478934,lowland,19.62305069,10.1779,143.4041661,14.0388,0.452538534,0.029204401,13.61444682,8.530861584,0.722942888
Whanganui River,1763557,5656283,Manawatu,212.1576119,2605708.2,0.008421007,lowland,20.28541063,10.1779,141.5662578,14.0449,0.449299297,0.029000153,13.61444682,8.59795074,0.723250103
Whanganui River,1765284,5656420,Manawatu,844.373073,2600063.5,0.008240586,lowland,19.8248437,10.1761,144.9235262,14.035,0.452470257,0.029129739,13.6238546,7.288370324,0.735204972
Whanganui River,1764342,5655919,Manawatu,1313.249818,2603712.5,0.008262161,lowland,19.62737186,10.1779,143.7840026,14.0388,0.452834292,0.029015473,13.61444682,6.655413531,0.741377527
Whanganui River,1764938,5655519,Manawatu,210.0266501,2601584.5,0.008544375,lowland,19.89270382,10.1761,142.770039,14.035,0.453529642,0.029239492,13.61444682,8.540001216,0.723660096
Whanganui River,1765301,5655687,Manawatu,657.0693474,2600811.8,0.008296661,lowland,19.67205441,10.1761,144.9246531,14.035,0.452406612,0.029198177,13.61444682,7.183001258,0.741109634
Whanganui River,1763512,5655752,Manawatu,1084.394269,2606066.8,0.008182395,lowland,19.83668971,10.1779,143.5318016,14.0451,0.449215622,0.028560933,13.61444682,6.5060162010000004,0.758082658
Whanganui River,1762853,5654767,Manawatu,1643.279214,2606812,0.0081387,lowland,19.96339863,10.1779,141.7113119,14.0469,0.45079136400000003,0.029104076,13.61444682,7.228537024,0.74566067
Whanganui River,1762013,5654804,Manawatu,854.6554634,3291709.8,0.007557523,lowland,22.12056604,10.1486,133.2087826,14.1461,0.418022417,0.030155721,14.00232005,8.5244017500000009,0.715061535
Whanganui River,1762073,5654316,Manawatu,169.7249713,3292329,0.007612738,lowland,21.8875601,10.1511,133.7087881,14.1457,0.41763203,0.030196994,14.00232005,9.213379169,0.677069075
Whanganui River,1762631,5654167,Manawatu,1069.830035,3293503.5,0.007482878,lowland,22.10755798,10.155,134.6077959,14.1639,0.416856557,0.029870774,14.00232005,6.914904295,0.734053064
Whanganui River,1763364,5653708,Manawatu,1031.666619,3294068.5,0.007485569,lowland,22.37713935,10.155,134.6122326,14.1617,0.417440331,0.029870774,14.00232005,6.908766358,0.73792386
Whanganui River,1762974,5653057,Manawatu,594.0396952,3296932.2,0.007338785,lowland,22.38764593,10.155,133.7675236,14.1617,0.412925586,0.029029381,14.00232005,6.165971663,0.781913915
Whanganui River,1762554,5652584,Manawatu,699.4924716,3297546.2,0.007366203,lowland,22.33813849,10.155,133.7675236,14.1617,0.412925586,0.029029381,14.00232005,6.025213435,0.791735218
Whanganui River,1762676,5651856,Manawatu,906.5017132,3298465.5,0.007390394,lowland,22.25696083,10.1545,133.1457752,14.1721,0.414961749,0.028953417,14.07343138,5.768801255,0.799200029
Whanganui River,1763050,5651452,Manawatu,212.1571137,3298835,0.007592813,lowland,22.10552057,10.1545,133.1756922,14.1721,0.41698654,0.030153682,14.06695182,9.067144467,0.697043451
Whanganui River,1763372,5651251,Manawatu,597.0563375,3556914.5,0.007415662,lowland,22.34800779,10.1297,134.5257565,14.1981,0.412347614,0.029960855,14.05400164,7.008930517,0.704621187
Whanganui River,1763829,5651064,Manawatu,471.8951245,3557482.5,0.007390349,lowland,22.24110982,10.1313,133.2669768,14.1981,0.413014036,0.030029692,14.05400164,7.416394757,0.706091173
Whanganui River,1764041,5650852,Manawatu,127.2948761,3558211.2,0.007371347,lowland,22.4855402,10.1306,131.9513892,14.1977,0.413052835,0.028871267,14.03136752,5.300798543,0.814055728
Whanganui River,1765853,5650776,Manawatu,512.1993792,3589544,0.007359529,lowland,22.71429961,10.1107,132.1225262,14.2292,0.410072871,0.030373307,13.94440539,9.091127834,0.681395265
Whanganui River,1766171,5650674,Manawatu,212.1601538,3595826.2,0.007547883,lowland,23.67726135,10.1105,132.2474818,14.2486,0.410137276,0.030608232,13.94440539,9.519090301,0.658916358
Whanganui River,1766246,5650539,Manawatu,120.0159267,3595826.2,0.007628337,lowland,23.16078678,10.1105,131.1670236,14.2486,0.410137276,0.030608232,13.94440539,9.593052362,0.656231934
Whanganui River,1764176,5650634,Manawatu,422.1840499,3558211.2,0.007293547,lowland,22.29627581,10.1306,132.6610072,14.1977,0.40969702,0.029211646,14.03136752,7.250224189,0.705314629
Whanganui River,1769724,5650151,Manawatu,464.6278568,3605141.5,0.007302825,lowland,22.79480032,10.1059,125.0834789,14.2496,0.406589785,0.029384127,13.96368361,8.182327614,0.69462144
Whanganui River,1764296,5650229,Manawatu,487.339597,3558885.2,0.007320645,lowland,22.27475699,10.1306,134.0239859,14.1991,0.412962464,0.030031433,14.00232005,7.525014055,0.692839756
Whanganui River,1766276,5650179,Manawatu,624.9360949,3596028,0.007284199,lowland,22.79342111,10.1105,133.48867,14.2486,0.410072871,0.030367419,13.94440539,7.932278501,0.696583172
Whanganui River,1769397,5649971,Manawatu,339.4614636,3604513.5,0.007468589,lowland,22.85469048,10.1059,131.9355283,14.2496,0.406989358,0.030125763,13.96368361,9.244346086,0.674251663
Whanganui River,1769907,5649911,Manawatu,240.0360529,3656260.2,0.007309794,lowland,23.7954774,10.0996,128.6301172,14.2448,0.40801721,0.03022794,14.01199585,9.249117876,0.653268634
Whanganui River,1764326,5649703,Manawatu,589.7787582,3587434,0.007486254,lowland,22.72816633,10.1107,131.6087599,14.2151,0.411939329,0.030614168,13.91874249,9.235196549,0.670990388
Whanganui River,1764522,5649443,Manawatu,162.4467457,3587658,0.007542237,lowland,23.79046055,10.1107,132.3606784,14.2151,0.411554623,0.030757729,13.91874249,9.580588839,0.649963969
Whanganui River,1764968,5650159,Manawatu,1770.591585,3589063.5,0.007256906,lowland,22.91259254,10.1107,133.4371752,14.2292,0.406779476,0.029582313,13.91874249,6.821027342,0.711526337
Whanganui River,1769832,5649596,Manawatu,452.1998825,3656260.2,0.007335652,lowland,22.59919785,10.0996,129.5266999,14.2448,0.407874512,0.030429221,14.01199585,9.169831219,0.673494692
Whanganui River,1767240,5649189,Manawatu,534.9264269,3600467.5,0.007320612,lowland,22.92149515,10.1081,122.0417015,14.2496,0.410328534,0.029255677,13.96368361,6.615376638,0.714654946
Whanganui River,1767567,5649129,Manawatu,169.7292111,3600945.5,0.007385692,lowland,22.8067706,10.1081,118.7861669,14.2496,0.40907545,0.030072765,13.96368361,6.980989933,0.708619461
Whanganui River,1766217,5649434,Manawatu,914.6800825,3598599.5,0.00727365,lowland,22.80595415,10.1105,134.5446402,14.2486,0.407304499,0.029357183,13.91874249,6.806665152,0.715855494
Whanganui River,1766862,5649069,Manawatu,319.7490488,3600070.8,0.00751155,lowland,22.65768897,10.1081,133.4840236,14.2496,0.41156215,0.030474268,13.96368361,9.486111717,0.660804878
Whanganui River,1769638,5649206,Manawatu,489.4841905,3658254.2,0.007442082,lowland,22.72110051,10.0996,128.9580716,14.2448,0.410773088,0.030701462,13.91874249,9.285031828,0.664398406
Whanganui River,1766520,5648979,Manawatu,354.9004047,3599235.8,0.007397722,lowland,22.78988613,10.11,133.5868779,14.2496,0.410284999,0.030474268,13.93798523,8.611646224,0.694281658
Whanganui River,1766712,5648994,Manawatu,42.43214363,3599826.2,0.007926096,lowland,22.54909872,10.1081,132.0104477,14.2496,0.411177797,0.030701228,13.96368361,5.931708761,0.853373323
Whanganui River,1767861,5648890,Manawatu,616.777229,3601480.8,0.007273768,lowland,22.84185591,10.1059,118.1966272,14.2496,0.410474495,0.029177581,13.96368361,5.785421736,0.771397564
Whanganui River,1768960,5648963,Manawatu,2038.529952,3602661.8,0.007279909,lowland,22.81834201,10.1059,133.2072476,14.2496,0.408719531,0.029332433,13.96368361,7.329067373,0.710516278
Whanganui River,1769232,5648394,Manawatu,1469.332994,3659242.5,0.007185777,lowland,22.63626001,10.0996,129.8805759,14.2448,0.408014809,0.030045616,13.91874249,7.487428856,0.687705652
Whanganui River,1769464,5647390,Manawatu,858.949548,3664354.5,0.007262486,lowland,22.62378255,10.1008,129.3086599,14.2453,0.407855502,0.029707234,13.91874249,6.794842321,0.701008203
Whanganui River,1769864,5647181,Manawatu,114.8699953,3665100.2,0.007649446,lowland,22.56973159,10.1008,128.7255231,14.2453,0.410038722,0.03102484,13.91874249,9.596300471,0.643487623
Whanganui River,1770130,5647080,Manawatu,499.7811596,3665481.2,0.007232012,lowland,22.66969176,10.1008,113.6391989,14.2453,0.408531077,0.029551402,13.91874249,6.806533278,0.701977071
Whanganui River,1770445,5647005,Manawatu,192.4556822,3665806.2,0.007393199,lowland,22.54815893,10.1008,128.968255,14.2453,0.40935595,0.030713604,13.91874249,9.20598543,0.669444725
Whanganui River,1770869,5646911,Manawatu,734.6720405,3666376.2,0.007178372,lowland,22.72243619,10.1008,129.720201,14.2453,0.406260069,0.029785176,13.91874249,7.888887611,0.684817992
Whanganui River,1771304,5646792,Manawatu,270.0422568,3690341.5,0.007423748,lowland,23.61430684,10.0925,127.560889,14.2729,0.406545387,0.031020964,13.98942937,9.578368332,0.659826633
Whanganui River,1771988,5646822,Manawatu,1122.605661,3691798.8,0.007191427,lowland,22.78925568,10.0911,127.7730014,14.274,0.403794632,0.030007468,13.98942937,8.989511843,0.688066304
Whanganui River,1772777,5646775,Manawatu,494.6392231,3695823,0.007180848,lowland,22.54256598,10.0873,128.3838024,14.2674,0.404503126,0.029942267,13.98942937,9.05709444,0.68622061
Whanganui River,1773120,5646449,Manawatu,512.2165433,3696664.8,0.007409064,lowland,22.42038016,10.0873,127.4269198,14.2674,0.407364873,0.030566701,13.98942937,9.527832498,0.660501555
Whanganui River,1772991,5645944,Manawatu,604.3632736,3783469.8,0.007247588,lowland,22.79967133,10.0894,125.8712584,14.2592,0.405959375,0.030711968,13.92836054,9.347048051,0.67081201
Whanganui River,1772790,5645607,Manawatu,234.8912216,3784247.8,0.007413846,lowland,22.85488863,10.0894,125.0681461,14.2592,0.406399864,0.031321465,13.92836054,9.966003723,0.651506782
Whanganui River,1772731,5645340,Manawatu,349.7625475,3784247.8,0.007362454,lowland,21.73820895,10.0894,125.7832846,14.2592,0.406212209,0.0311616,13.92836054,9.620095197,0.658874834
Whanganui River,1772566,5645127,Manawatu,212.1664433,3784382.2,0.007385633,lowland,21.75762216,10.0904,125.7851479,14.2592,0.406475517,0.03113331,13.92836054,9.622766987,0.661980952
Whanganui River,1772371,5644929,Manawatu,344.6139947,3784576.5,0.007436798,lowland,22.49908344,10.0904,125.8526057,14.2592,0.406475517,0.031070754,13.92836054,9.616419465,0.661977806
Whanganui River,1772161,5644527,Manawatu,634.3659215,3785186.2,0.007232594,lowland,21.75430709,10.0914,125.8006632,14.2587,0.406475517,0.030876569,13.92836054,9.344030585,0.678917324
Whanganui River,1771941,5644201,Manawatu,199.7374087,3785599,0.00728051,lowland,22.11050389,10.0914,126.1950169,14.2614,0.406360939,0.030753373,13.89312682,9.565355049,0.665770867
Whanganui River,1771791,5644021,Manawatu,284.6035746,3785599,0.007584943,lowland,22.74887253,10.0914,126.3255638,14.2614,0.407093834,0.0311616,13.89312682,9.906760943,0.658334879
Whanganui River,1771681,5643783,Manawatu,282.4709813,3790088.8,0.007401,lowland,22.96758774,10.092,124.6843419,14.2638,0.407416552,0.031339453,13.83247838,10.03158416,0.655037318
